Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8
0.0031627004654309,-0.0255834817983549,-0.0301219325137454,-0.0101960272028613,-0.0037571928245831,-0.0040590634563314,-0.0002463269292907,0.0708013242597361
0.0064461832445791,-0.0374179228060726,-0.0236017890653965,-0.0083750783366298,-0.0035906530864894,-0.0040336928605461,-0.000229054369289,0.0708020072798444
0.0104399907754269,-0.0498347107814127,-0.0171913302458724,-0.0065720089347594,-0.0034244856551196,-0.0040083547482112,-0.0002117910076763,0.070802690597625
0.0116964770263937,-0.0593126162610726,-0.010962161130175,-0.0047887834448803,-0.0032587041463632,-0.0039830493893379,-0.0001945368688518,0.0708033742142873
0.0049793514499219,-0.0605459614809465,-0.0049816967780829,-0.003027360165355,-0.0030933221262751,-0.0039577770530811,-0.0001772919772055,0.0708040581310244
-0.0139574711464125,-0.0492245519614985,0.0006879149177492,-0.0012896866929348,-0.0029283531014098,-0.0039325380073991,-0.0001600563571458,0.0708047423490514
-0.0480598609400746,-0.0223448471065377,0.0059909499150819,0.0004223043227309,-0.0027638105084872,-0.0039073325192031,-0.0001428300330845,0.0708054268695743
-0.0974362544972816,0.020251490606369,0.0108794340732825,0.0021066997229428,-0.0025997077154548,-0.003882160854235,-0.0001256130294216,0.0708061116937988
-0.155542902104,0.0720613239336786,0.0153146576601377,0.0037616103523935,-0.0024360580171888,-0.003857023277372,-0.0001084053705823,0.0708067968229335
0.498064514134854,0.12100336311788,0.0192688004880359,0.0053851751183376,-0.0022728746500599,-0.0038319200528719,-9.12070810113714e-05,0.0708074822581693
-0.249791443958937,0.155272272074053,0.0227264787328675,0.0069755655500441,-0.0021101707701959,-0.0038068514433994,-7.40181851619506e-05,0.0708081680007299
-0.267485855595521,0.16824668586603,0.0256859412380618,0.008530990292464,-0.0019479594348701,-0.0037818177105364,-5.68387074470117e-05,0.0708088540518185
0.655112835918295,0.158117693016464,0.0281596398980915,0.0100496988216384,-0.0017862536136288,-0.0037568191145295,-3.96686723047907e-05,0.0708095404126411
-0.236135442328805,0.129000683969313,0.0301739756806469,0.0115299857978253,-0.0016250661842855,-0.0037318559149394,-2.25081041604402e-05,0.0708102270844048
-0.202070355970267,0.0916977945489947,0.0317681473168899,0.0129701953932668,-0.0014644099587813,-0.0037069283709652,-5.35702743611994e-06,0.0708109140682985
0.163125827843908,0.0570095527113917,0.0329921767879916,0.0143687244818077,-0.0013042976509791,-0.0036820367397484,1.17845334073565e-05,0.0708116013655549
-0.145938112093614,0.030270475760577,0.033904327312257,0.0157240266166605,-0.001144741849882,-0.0036571812773104,2.89165539385989e-05,0.0708122889773737
-0.129088684913429,0.0112449560163431,0.0345682142027365,0.0170346160592142,-0.0009857550413736,-0.0036323622381628,4.60390097102914e-05,0.0708129769049616
0.32841571161555,-0.0037621226059466,0.0350498974580484,0.01829907043179,-0.0008273496044841,-0.0036075798763263,6.31518762897049e-05,0.0708136651495234
-0.101911184328227,-0.0196622624818092,0.0354151759617447,0.0195160343006263,-0.0006695378481608,-0.0035828344456551,8.02551292235658e-05,0.0708143537122579
-0.0836787567652069,-0.0395746163530001,0.0357272171521374,0.0206842227941351,-0.0005123319690199,-0.0035581261975001,9.73487440486197e-05,0.070815042594406
0.104947842609759,-0.0631691230109717,0.0360445579254145,0.0218024240466192,-0.0003557440155274,-0.0035334553820895,0.0001144326963093,0.0708157317971527
-0.0387515100526077,-0.0877767509176818,0.0364194394302373,0.0228695014248519,-0.0001997859180585,-0.0035088222500305,0.0001315069615834,0.0708164213217061
-0.017983424841661,-0.110234361933672,0.0368964038030056,0.0238843968263394,-4.44694892163332e-05,-0.0034842270494446,0.0001485715153804,0.0708171111692682
-0.0019772148062199,-0.128013955669654,0.0375110858134021,0.0248461334855169,0.0001101935293044,-0.0034596700265079,0.0001656263331208,0.0708178013410377
0.0084036722225467,-0.140276853841171,0.0382891611274252,0.0257538171668292,0.0002641915222773,-0.0034351514264366,0.0001826713903047,0.0708184918382246
0.0130762008727453,-0.146954025812058,0.0392454551301682,0.0266066389338464,0.0004175130442978,-0.0034106714935235,0.0001997066625162,0.0708191826620072
0.0089962691063459,-0.145003944174994,0.0403832752625925,0.0274038775600899,0.0005701467797028,-0.0033862304725937,0.0002167321252204,0.0708198738136365
-0.0090650305828369,-0.129188505175154,0.0416940695701592,0.0281449002041202,0.0007220815411052,-0.003361828605671,0.0002337477539661,0.070820565294311
-0.0436048780547531,-0.0969896704501372,0.0431575330214962,0.0288291647739054,0.00087330621283,-0.0033374661328499,0.0002507535242784,0.0708212571052301
0.0173559909678735,-0.0492437439220494,0.0447422770347624,0.0294562218487828,0.0010238098154972,-0.0033131432930367,0.0002677494116799,0.0708219492476013
-0.155084982636599,0.0096600687351054,0.0464071008117258,0.0300257147410617,0.0011735815586987,-0.003288860324322,0.000284735391728,0.0708226417226018
