Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
0.0033482788682987,-0.0141708223865539,-0.0055845014437864,-0.0170007427101942,-0.0012242344398377,0.0196556551422462,0.0089605000527731,-0.0020601016594767,0.0080759685765309
0.0021906477871613,-0.0092594556132344,-0.0082218691273287,-0.0171692940655238,-0.0020195564143255,0.0195080974470658,0.0089592192959452,-0.0020559644251586,0.0080681751153987
0.0006908872436527,-0.0042934592123977,-0.0107819697819387,-0.017132465464908,-0.0028077271919275,0.0193584162979589,0.0089577639947718,-0.0020518308915457,0.0080603850063342
0.0001452458212438,-0.000955157216383,-0.0128702201023765,-0.0168994632363466,-0.0035880851895406,0.0192066483472007,0.0089561344145151,-0.0020477010897985,0.0080525982514857
3.43790950642565e-05,0.0009215214118846,-0.0141224837401461,-0.0164818326891966,-0.0043599852538974,0.019052830549442,0.0089543308248614,-0.0020435750510137,0.0080448148530015
0.0001096497797469,0.0012973770095992,-0.0142378181103833,-0.0158933451289171,-0.005122799204791,0.018897000148034,0.0089523534999067,-0.0020394528062244,0.0080370348130289
0.000518722751125,-0.0001655509056929,-0.0130107337863293,-0.0151498429022262,-0.005875916283691,0.0187391946613577,0.0089502027181408,-0.002035334386399,0.0080292581337148
0.0016495372620827,-0.0039249251364607,-0.010354428374016,-0.0142690358677425,-0.0066187435102257,0.0185794518691666,0.0089478787624321,-0.0020312198224419,0.0080214848172054
0.0025593726132234,-0.0089765780664292,-0.0063116405699397,-0.0132702454664042,-0.007350705949864,0.0184178097989485,0.0089453819200114,-0.0020271091451926,0.0080137148656464
-0.0015594176338409,-0.0103206003487256,-0.0010546042219377,-0.0121740959891006,-0.0080712468969245,0.0182543067123164,0.0089427124824557,-0.0020230023854255,0.0080059482811827
-0.0139568605190191,-0.0043940617942998,0.0051247693960061,-0.0110021564341303,-0.0087798279777724,0.0180889810914335,0.008939870745673,-0.0020188995738499,0.0079981850659588
-0.029760056791214,0.0043416875922672,0.0118364854713548,-0.0097765402090747,-0.009475929179708,0.0179218716254812,0.0089368570098847,-0.0020148007411098,0.0079904252221186
0.0865298528151521,0.0058630962354078,0.0186269216929846,-0.0085194735427286,-0.0101590488116247,0.0177530171971769,0.0089336715796097,-0.0020107059177832,0.0079826687518053
-0.0329818534511412,-0.0064386347180714,0.0250209659364279,-0.0072528465200098,-0.0108287034029811,0.0175824568693488,0.0089303147636475,-0.0020066151343823,0.0079749156571616
-0.0212884823745496,-0.0240928577550474,0.0305618762691747,-0.0059977628571703,-0.0114844275480193,0.0174102298715741,0.0089267868750612,-0.002002528421353,0.0079671659403295
0.0314034219381641,-0.0259106480881596,0.0348422234864485,-0.0047741056908836,-0.0121257737024381,0.0172363755868882,0.0089230882311603,-0.0019984458090747,0.0079594196034504
-0.0531723355103294,5.84848958383919e-05,0.0375288372032421,-0.0036001366616911,-0.0127523119399189,0.0170609335385707,0.0089192191534833,-0.0019943673278602,0.0079516766486651
-0.0938869518346857,0.0395996614724939,0.0383902970572295,-0.0024921444340054,-0.0133636296759872,0.0168839433770157,0.0089151799677804,-0.0019902930079552,0.007943937078114
0.24687599976493,0.0607627102823662,0.0373294951427521,-0.001464156597334,-0.0139593313666888,0.016705444866692,0.0089109710039958,-0.0019862228795384,0.0079362008939366
-0.0954218939173542,0.0446994001775397,0.0344108761169058,-0.0005277257826264,-0.0145390381894645,0.0165254778731993,0.0089065925962492,-0.0019821569727209,0.007928468098272
-0.0556688109295049,0.0094089826876254,0.0298652421554727,0.0003082029908821,-0.0151023877134339,0.0163440823504273,0.0089020450828187,-0.0019780953175461,0.0079207386932585
0.0331977401004419,-0.0180909582265558,0.0240628644025332,0.001037340974191,-0.0156490335660439,0.0161612983278225,0.0088973288061218,-0.0019740379439895,0.0079130126810341
-0.0065587917715438,-0.0271856036256406,0.0174621033719877,0.0016560219356769,-0.0161786451027248,0.0159771658977695,0.0088924441126975,-0.0019699848819583,0.0079052900637358
