Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17
0.00316270046543093,-0.0255834817983549,-0.0301219325137454,-0.0101960272028613,-0.00375719282458315,-0.00405906345633149,-0.000246326929290733,0.0708013242597361,-0.00367416078108259,-0.0156773364756217,0.048369654212972,-0.0445243272343116,0.0235027961397435,-0.0236712234673826,0.0728472858338099,-0.137005247378844,0.0882145550199172
0.0064461832445791,-0.0374179228060726,-0.0236017890653965,-0.00837507833662983,-0.00359065308648941,-0.00403369286054613,-0.000229054369289086,0.0708020072798444,0.0106675100753588,0.0291431975254411,-0.0840358180241241,0.05757690105526,-0.0124568685570918,-0.00415223544104319,0.0525673229313824,-0.128259244735245,0.0887260908417994
0.0104399907754269,-0.0498347107814127,-0.0171913302458724,-0.00657200893475948,-0.00342448565511962,-0.00400835474821129,-0.00021179100767639,0.070802690597625,-0.0178964983176141,-0.00561736540653307,0.00863367286651737,0.0285618886065829,-0.034905861903972,0.0186574062909011,0.0173505413627568,-0.111391492062011,0.0898294722534687
0.0116964770263937,-0.0593126162610726,-0.010962161130175,-0.00478878344488034,-0.00325870414636322,-0.00398304938933798,-0.000194536868851816,0.0708033742142873,0.0249401248828265,-0.043439351226968,0.0878856130717222,-0.071899145324034,-0.00183820451578868,0.0239470274040574,-0.0249142484116172,-0.0889131794969196,0.0905190005635446
0.00497935144992198,-0.0605459614809465,-0.00498169677808299,-0.00302736016535503,-0.00309332212627514,-0.00395777705308115,-0.000177291977205593,0.0708040581310244,-0.0307475911764676,0.0810207292554626,-0.0804810309065097,-0.00366206073440637,0.0470448555372129,0.00924868690338466,-0.0620946872510976,-0.0622381102072018,0.0908794654580974
-0.0139574711464125,-0.0492245519614985,0.000687914917749209,-0.00128968669293485,-0.00292835310140982,-0.00393253800739911,-0.000160056357145863,0.0708047423490514,0.0359383526819352,-0.0676945577015428,-0.0345100755122401,0.0811350560001674,0.0181017846645506,-0.0116603664859689,-0.0833813345959978,-0.0336167562737055,0.0901994536683413
-0.0480598609400746,-0.0223448471065377,0.0059909499150819,0.000422304322730986,-0.0027638105084872,-0.00390733251920311,-0.000142830033084506,0.0708054268695743,-0.0387995918701609,-0.000363204098451142,0.130827864999489,-0.0248975339252854,-0.0526331044556099,-0.016926247715512,-0.0781909081340811,-0.00228773098979545,0.090064940525623
-0.0974362544972816,0.020251490606369,0.0108794340732825,0.00210669972294285,-0.00259970771545485,-0.003882160854235,-0.000125613029421639,0.0708061116937988,0.036427081345147,0.0850368867688508,-0.087161087616606,-0.0847949735517276,-0.0368712255887632,-0.00587840613965865,-0.0453222064126935,0.0315686123591307,0.0915633286709394
-0.155542902104,0.0720613239336786,0.0153146576601377,0.00376161035239351,-0.00243605801718887,-0.00385702327737209,-0.000108405370582304,0.0708067968229335,-0.0292126409635504,-0.13432241190166,-0.0741900858604579,0.0582512190063337,0.0506092150583959,0.000934801161140671,0.00278997773436973,0.0641130258483828,0.0932305527240764
0.498064514134854,0.12100336311788,0.0192688004880359,0.00538517511833766,-0.00227287465005991,-0.00383192005287191,-9.12070810113714e-05,0.0708074822581693,0.0157487345539259,0.107825944661267,0.182175930046696,0.0768424527999294,0.0564423034285943,-0.00062286091399429,0.0516001877033133,0.0945130684444234,0.0964128241672977
-0.249791443958937,0.155272272074053,0.0227264787328675,0.00697556555004418,-0.00211017077019594,-0.00380685144339945,-7.40181851619506e-05,0.0708081680007299,0.00372990509997082,-0.0116722164684757,-0.103402763760035,-0.105327025523786,-0.053857096358966,-0.00640818357015604,0.0792494084899037,0.116075643424122,0.0974918223066334
-0.267485855595521,0.16824668586603,0.0256859412380618,0.00853099029246408,-0.00194795943487013,-0.00378181771053642,-5.68387074470117e-05,0.0708088540518185,-0.0252144093762353,-0.0967519068851366,-0.095528576725209,-0.030754922011052,-0.0656424687595833,0.00755535885963086,0.080898764799924,0.130553148978731,0.0990908484297168
0.655112835918295,0.158117693016464,0.0281596398980915,0.0100496988216384,-0.0017862536136288,-0.00375681911452959,-3.96686723047907e-05,0.0708095404126411,0.04399985773626,0.148312206984994,0.208979247022382,0.130378057612707,0.0533638125743987,0.0290718269612442,0.0571575085673729,0.137556407019591,0.101672200783621
